"Area","Fishery","Sex","SizeClass","Year","CalendarYear","Timestep","ThisTimestep","VNotchedNumber","VNotchedWeight","LandedCatchNumber","LandedCatchWeight","DeadHandlingMNumber","DeadHandlingMWeight","ExploitationRateNumber","ExploitationRateWeight"
"Area 1","Fishery 1","Female",53,2002,2002,3,255,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",58,2002,2002,3,255,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",63,2002,2002,3,255,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",68,2002,2002,3,255,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",73,2002,2002,3,255,5000,1912228.575,0,0,0,0,0,0
"Area 1","Fishery 1","Female",78,2002,2002,3,255,5000,2094301.29,0,0,0,0,0,0
"Area 1","Fishery 1","Female",83,2002,2002,3,255,5000,2485299.91,385000,193104305.145,0,0,300.08,297.55
"Area 1","Fishery 1","Female",88,2002,2002,3,255,50000,31063198.29,220000,130802773.17,0,0,408.165,404.255
"Area 1","Fishery 1","Female",93,2002,2002,3,255,35000,23753771.495,150000,102999125.015,0,0,312.5,311.685
"Area 1","Fishery 1","Female",98,2002,2002,3,255,5000,3810758.82,20000,16377188.92,0,0,157.48,159.615
"Area 1","Fishery 1","Female",103,2002,2002,3,255,30000,27805682.09,45000,42407405.66,0,0,365.855,367.03
"Area 1","Fishery 1","Female",108,2002,2002,3,255,10000,11142402.81,0,0,0,0,0,0
"Area 1","Fishery 1","Female",113,2002,2002,3,255,45000,55791986.32,0,0,0,0,0,0
"Area 1","Fishery 1","Female",118,2002,2002,3,255,30000,40146401.115,0,0,0,0,0,0
"Area 1","Fishery 1","Female",123,2002,2002,3,255,20000,32448189.68,0,0,0,0,0,0
"Area 1","Fishery 1","Female",128,2002,2002,3,255,10000,17090314.065,0,0,0,0,0,0
"Area 1","Fishery 1","Female",133,2002,2002,3,255,20000,37935528.71,0,0,0,0,0,0
"Area 1","Fishery 1","Female",138,2002,2002,3,255,30000,65255897.69,0,0,0,0,0,0
"Area 1","Fishery 1","Female",143,2002,2002,3,255,20000,47659341.565,0,0,0,0,0,0
"Area 1","Fishery 1","Female",148,2002,2002,3,255,10000,26966422.045,0,0,0,0,0,0
"Area 1","Fishery 1","Female",153,2002,2002,3,255,30000,85953380.3,0,0,0,0,0,0
"Area 1","Fishery 1","Female",158,2002,2002,3,255,10000,32326850.34,0,0,0,0,0,0
"Area 1","Fishery 1","Female",163,2002,2002,3,255,15000,52887109.77,0,0,0,0,0,0
"Area 1","Fishery 1","Female",168,2002,2002,3,255,10000,38268443.215,0,0,0,0,0,0
"Area 1","Fishery 1","Female",173,2002,2002,3,255,10000,41014929.85,0,0,0,0,0,0
"Area 1","Fishery 1","Female",178,2002,2002,3,255,20000,90483246.995,0,0,0,0,0,0
"Area 1","Fishery 1","Female",183,2002,2002,3,255,5000,24754983.065,0,0,0,0,0,0
"Area 1","Fishery 1","Female",188,2002,2002,3,255,20000,104404255.44,0,0,0,0,0,0
"Area 1","Fishery 1","Female",193,2002,2002,3,255,10000,57133217.995,0,0,0,0,0,0
"Area 1","Fishery 1","Female",198,2002,2002,3,255,15000,90993578.845,0,0,0,0,0,0
"Area 1","Fishery 1","Female",203,2002,2002,3,255,15000,98352714.98,0,0,0,0,0,0
"Area 1","Fishery 1","Female",208,2002,2002,3,255,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",213,2002,2002,3,255,5000,37576292.185,0,0,0,0,0,0
"Area 1","Fishery 1","Female",218,2002,2002,3,255,10000,79907542.4,0,0,0,0,0,0
"Area 1","Fishery 1","Female",223,2002,2002,3,255,5000,108962611.99,0,0,0,0,0,0
"Area 1","Fishery 1","Male",53,2002,2002,3,255,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",58,2002,2002,3,255,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",63,2002,2002,3,255,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",68,2002,2002,3,255,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",73,2002,2002,3,255,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",78,2002,2002,3,255,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",83,2002,2002,3,255,0,0,325000,165352033.745,0,0,194.26,194.89
"Area 1","Fishery 1","Male",88,2002,2002,3,255,0,0,290000,174725181.215,0,0,398.9,401.61
"Area 1","Fishery 1","Male",93,2002,2002,3,255,0,0,130000,89730897.255,0,0,270.835,269.88
"Area 1","Fishery 1","Male",98,2002,2002,3,255,0,0,45000,36452296.205,0,0,394.735,396.065
"Area 1","Fishery 1","Male",103,2002,2002,3,255,0,0,20000,19193440.475,0,0,168.065,170.72
"Area 1","Fishery 1","Male",108,2002,2002,3,255,0,0,25000,25829049.49,0,0,277.78,269.865
"Area 1","Fishery 1","Male",113,2002,2002,3,255,0,0,15000,18454874.29,0,0,1153.845,1147.975
"Area 1","Fishery 1","Male",118,2002,2002,3,255,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",123,2002,2002,3,255,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",128,2002,2002,3,255,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",133,2002,2002,3,255,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",138,2002,2002,3,255,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",143,2002,2002,3,255,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",148,2002,2002,3,255,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",153,2002,2002,3,255,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",158,2002,2002,3,255,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",163,2002,2002,3,255,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",168,2002,2002,3,255,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",173,2002,2002,3,255,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",178,2002,2002,3,255,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",183,2002,2002,3,255,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",188,2002,2002,3,255,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",193,2002,2002,3,255,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",198,2002,2002,3,255,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",203,2002,2002,3,255,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",208,2002,2002,3,255,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",213,2002,2002,3,255,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",218,2002,2002,3,255,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",223,2002,2002,3,255,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",53,2002,2002,4,256,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",58,2002,2002,4,256,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",63,2002,2002,4,256,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",68,2002,2002,4,256,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",73,2002,2002,4,256,5000,1929679.05,0,0,0,0,0,0
"Area 1","Fishery 1","Female",78,2002,2002,4,256,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",83,2002,2002,4,256,20000,10618737.16,480000,241904379.335,0,0,403.7,401.895
"Area 1","Fishery 1","Female",88,2002,2002,4,256,40000,24655769.23,295000,176482954.31,0,0,600.815,598.165
"Area 1","Fishery 1","Female",93,2002,2002,4,256,45000,32136128.54,205000,140486547.29,0,0,460.675,458.415
"Area 1","Fishery 1","Female",98,2002,2002,4,256,15000,12439966.33,40000,31906919.45,0,0,330.58,326.595
"Area 1","Fishery 1","Female",103,2002,2002,4,256,25000,23676465.18,15000,13856239.975,0,0,135.135,132.835
"Area 1","Fishery 1","Female",108,2002,2002,4,256,45000,48250416.49,5000,5288385.47,0,0,113.635,111.585
"Area 1","Fishery 1","Female",113,2002,2002,4,256,1e+05,123306720.385,0,0,0,0,0,0
"Area 1","Fishery 1","Female",118,2002,2002,4,256,45000,60998312.4,5000,7242203.43,0,0,98.04,103.725
"Area 1","Fishery 1","Female",123,2002,2002,4,256,15000,23214518.615,0,0,0,0,0,0
"Area 1","Fishery 1","Female",128,2002,2002,4,256,30000,52511315.58,0,0,0,0,0,0
"Area 1","Fishery 1","Female",133,2002,2002,4,256,30000,56898428.455,0,0,0,0,0,0
"Area 1","Fishery 1","Female",138,2002,2002,4,256,40000,85477403.035,0,0,0,0,0,0
"Area 1","Fishery 1","Female",143,2002,2002,4,256,5000,11632095.04,0,0,0,0,0,0
"Area 1","Fishery 1","Female",148,2002,2002,4,256,25000,67393110.915,0,0,0,0,0,0
"Area 1","Fishery 1","Female",153,2002,2002,4,256,40000,115257120.185,0,0,0,0,0,0
"Area 1","Fishery 1","Female",158,2002,2002,4,256,20000,64310050.175,0,0,0,0,0,0
"Area 1","Fishery 1","Female",163,2002,2002,4,256,25000,87066151.73,0,0,0,0,0,0
"Area 1","Fishery 1","Female",168,2002,2002,4,256,15000,57990215.18,0,0,0,0,0,0
"Area 1","Fishery 1","Female",173,2002,2002,4,256,25000,103767189.615,0,0,0,0,0,0
"Area 1","Fishery 1","Female",178,2002,2002,4,256,30000,134216264.195,0,0,0,0,0,0
"Area 1","Fishery 1","Female",183,2002,2002,4,256,10000,49865164.94,0,0,0,0,0,0
"Area 1","Fishery 1","Female",188,2002,2002,4,256,25000,131699753.9,0,0,0,0,0,0
"Area 1","Fishery 1","Female",193,2002,2002,4,256,15000,86262697.105,0,0,0,0,0,0
"Area 1","Fishery 1","Female",198,2002,2002,4,256,15000,90755579.81,0,0,0,0,0,0
"Area 1","Fishery 1","Female",203,2002,2002,4,256,10000,64552592.54,0,0,0,0,0,0
"Area 1","Fishery 1","Female",208,2002,2002,4,256,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",213,2002,2002,4,256,10000,75936497.35,0,0,0,0,0,0
"Area 1","Fishery 1","Female",218,2002,2002,4,256,10000,79907542.4,0,0,0,0,0,0
"Area 1","Fishery 1","Female",223,2002,2002,4,256,5000,60590580.975,0,0,0,0,0,0
"Area 1","Fishery 1","Male",53,2002,2002,4,256,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",58,2002,2002,4,256,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",63,2002,2002,4,256,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",68,2002,2002,4,256,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",73,2002,2002,4,256,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",78,2002,2002,4,256,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",83,2002,2002,4,256,0,0,380000,193176052.465,0,0,239.9,240.465
"Area 1","Fishery 1","Male",88,2002,2002,4,256,0,0,280000,165484097.83,0,0,420.42,415.48
"Area 1","Fishery 1","Male",93,2002,2002,4,256,0,0,165000,113971844.935,0,0,364.24,363.19
"Area 1","Fishery 1","Male",98,2002,2002,4,256,0,0,35000,27746719.085,0,0,336.54,330.475
"Area 1","Fishery 1","Male",103,2002,2002,4,256,0,0,45000,42992243.21,0,0,394.735,399.38
"Area 1","Fishery 1","Male",108,2002,2002,4,256,0,0,30000,31723290.235,0,0,361.445,358.935
"Area 1","Fishery 1","Male",113,2002,2002,4,256,0,0,10000,12636056.705,0,0,1000,1020.27
"Area 1","Fishery 1","Male",118,2002,2002,4,256,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",123,2002,2002,4,256,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",128,2002,2002,4,256,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",133,2002,2002,4,256,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",138,2002,2002,4,256,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",143,2002,2002,4,256,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",148,2002,2002,4,256,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",153,2002,2002,4,256,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",158,2002,2002,4,256,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",163,2002,2002,4,256,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",168,2002,2002,4,256,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",173,2002,2002,4,256,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",178,2002,2002,4,256,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",183,2002,2002,4,256,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",188,2002,2002,4,256,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",193,2002,2002,4,256,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",198,2002,2002,4,256,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",203,2002,2002,4,256,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",208,2002,2002,4,256,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",213,2002,2002,4,256,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",218,2002,2002,4,256,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",223,2002,2002,4,256,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",53,2002,2002,5,257,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",58,2002,2002,5,257,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",63,2002,2002,5,257,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",68,2002,2002,5,257,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",73,2002,2002,5,257,10000,3877708.845,0,0,0,0,0,0
"Area 1","Fishery 1","Female",78,2002,2002,5,257,5000,2282190.855,0,0,0,0,0,0
"Area 1","Fishery 1","Female",83,2002,2002,5,257,25000,12701256.54,550000,275824901.93,0,0,510.68,505.785
"Area 1","Fishery 1","Female",88,2002,2002,5,257,30000,18567605.845,390000,233620855.215,0,0,911.215,907.61
"Area 1","Fishery 1","Female",93,2002,2002,5,257,30000,20869666.33,265000,182767168.885,0,0,660.85,661.505
"Area 1","Fishery 1","Female",98,2002,2002,5,257,20000,16153483.3,15000,12048909.53,0,0,135.135,134.255
"Area 1","Fishery 1","Female",103,2002,2002,5,257,40000,37771684.565,40000,37636177.125,0,0,377.36,377.605
"Area 1","Fishery 1","Female",108,2002,2002,5,257,20000,22227225.565,5000,5521132.5,0,0,119.05,121.875
"Area 1","Fishery 1","Female",113,2002,2002,5,257,65000,80069394.225,0,0,0,0,0,0
"Area 1","Fishery 1","Female",118,2002,2002,5,257,75000,103643489.365,0,0,0,0,0,0
"Area 1","Fishery 1","Female",123,2002,2002,5,257,30000,47100715.55,0,0,0,0,0,0
"Area 1","Fishery 1","Female",128,2002,2002,5,257,30000,52771250.95,0,0,0,0,0,0
"Area 1","Fishery 1","Female",133,2002,2002,5,257,10000,19653731.29,0,0,0,0,0,0
"Area 1","Fishery 1","Female",138,2002,2002,5,257,35000,76778876.395,0,0,0,0,0,0
"Area 1","Fishery 1","Female",143,2002,2002,5,257,20000,46727535.685,0,0,0,0,0,0
"Area 1","Fishery 1","Female",148,2002,2002,5,257,20000,53646993,0,0,0,0,0,0
"Area 1","Fishery 1","Female",153,2002,2002,5,257,25000,72728346.7,0,0,0,0,0,0
"Area 1","Fishery 1","Female",158,2002,2002,5,257,15000,48204682.795,0,0,0,0,0,0
"Area 1","Fishery 1","Female",163,2002,2002,5,257,25000,86493255.27,0,0,0,0,0,0
"Area 1","Fishery 1","Female",168,2002,2002,5,257,15000,58490507.22,0,0,0,0,0,0
"Area 1","Fishery 1","Female",173,2002,2002,5,257,5000,20820400.11,0,0,0,0,0,0
"Area 1","Fishery 1","Female",178,2002,2002,5,257,25000,111786489.67,0,0,0,0,0,0
"Area 1","Fishery 1","Female",183,2002,2002,5,257,5000,25110181.875,0,0,0,0,0,0
"Area 1","Fishery 1","Female",188,2002,2002,5,257,20000,105833311.1,0,0,0,0,0,0
"Area 1","Fishery 1","Female",193,2002,2002,5,257,15000,86262697.105,0,0,0,0,0,0
"Area 1","Fishery 1","Female",198,2002,2002,5,257,5000,30274775.925,0,0,0,0,0,0
"Area 1","Fishery 1","Female",203,2002,2002,5,257,10000,66149196.625,0,0,0,0,0,0
"Area 1","Fishery 1","Female",208,2002,2002,5,257,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",213,2002,2002,5,257,10000,75936497.35,0,0,0,0,0,0
"Area 1","Fishery 1","Female",218,2002,2002,5,257,15000,119958566,0,0,0,0,0,0
"Area 1","Fishery 1","Female",223,2002,2002,5,257,5000,108962611.99,0,0,0,0,0,0
"Area 1","Fishery 1","Male",53,2002,2002,5,257,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",58,2002,2002,5,257,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",63,2002,2002,5,257,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",68,2002,2002,5,257,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",73,2002,2002,5,257,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",78,2002,2002,5,257,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",83,2002,2002,5,257,0,0,530000,269648698.71,0,0,356.9,358.195
"Area 1","Fishery 1","Male",88,2002,2002,5,257,0,0,335000,201563617.155,0,0,553.72,556.505
"Area 1","Fishery 1","Male",93,2002,2002,5,257,0,0,215000,147037748.63,0,0,516.825,510.17
"Area 1","Fishery 1","Male",98,2002,2002,5,257,0,0,60000,47804583.305,0,0,638.3,629.435
"Area 1","Fishery 1","Male",103,2002,2002,5,257,0,0,40000,37829291.425,0,0,392.155,393.28
"Area 1","Fishery 1","Male",108,2002,2002,5,257,0,0,20000,21209964.465,0,0,259.74,258.54
"Area 1","Fishery 1","Male",113,2002,2002,5,257,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",118,2002,2002,5,257,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",123,2002,2002,5,257,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",128,2002,2002,5,257,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",133,2002,2002,5,257,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",138,2002,2002,5,257,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",143,2002,2002,5,257,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",148,2002,2002,5,257,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",153,2002,2002,5,257,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",158,2002,2002,5,257,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",163,2002,2002,5,257,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",168,2002,2002,5,257,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",173,2002,2002,5,257,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",178,2002,2002,5,257,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",183,2002,2002,5,257,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",188,2002,2002,5,257,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",193,2002,2002,5,257,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",198,2002,2002,5,257,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",203,2002,2002,5,257,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",208,2002,2002,5,257,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",213,2002,2002,5,257,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",218,2002,2002,5,257,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",223,2002,2002,5,257,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",53,2002,2002,6,258,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",58,2002,2002,6,258,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",63,2002,2002,6,258,5000,1200263.69,0,0,0,0,0,0
"Area 1","Fishery 1","Female",68,2002,2002,6,258,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",73,2002,2002,6,258,10000,3763875.45,0,0,0,0,0,0
"Area 1","Fishery 1","Female",78,2002,2002,6,258,10000,4503821.505,0,0,0,0,0,0
"Area 1","Fishery 1","Female",83,2002,2002,6,258,25000,12815361,630000,319435388.37,0,0,656.935,657.075
"Area 1","Fishery 1","Female",88,2002,2002,6,258,30000,18543323.21,265000,158413260.78,0,0,763.69,758.59
"Area 1","Fishery 1","Female",93,2002,2002,6,258,70000,49211069.535,2e+05,137789839.275,0,0,579.71,579.9
"Area 1","Fishery 1","Female",98,2002,2002,6,258,25000,20185653.41,30000,23681496.885,0,0,285.715,278.75
"Area 1","Fishery 1","Female",103,2002,2002,6,258,35000,33241360.975,45000,42796821.59,0,0,463.92,469.04
"Area 1","Fishery 1","Female",108,2002,2002,6,258,30000,33525649.27,0,0,0,0,0,0
"Area 1","Fishery 1","Female",113,2002,2002,6,258,65000,80347574.13,0,0,0,0,0,0
"Area 1","Fishery 1","Female",118,2002,2002,6,258,60000,82719533.94,0,0,0,0,0,0
"Area 1","Fishery 1","Female",123,2002,2002,6,258,25000,40215784.235,0,0,0,0,0,0
"Area 1","Fishery 1","Female",128,2002,2002,6,258,25000,43892145.525,0,0,0,0,0,0
"Area 1","Fishery 1","Female",133,2002,2002,6,258,5000,10184989.445,0,0,0,0,0,0
"Area 1","Fishery 1","Female",138,2002,2002,6,258,50000,107814768.5,0,0,0,0,0,0
"Area 1","Fishery 1","Female",143,2002,2002,6,258,20000,47632054.07,0,0,0,0,0,0
"Area 1","Fishery 1","Female",148,2002,2002,6,258,10000,26638039.17,0,0,0,0,0,0
"Area 1","Fishery 1","Female",153,2002,2002,6,258,35000,101061587.185,0,0,0,0,0,0
"Area 1","Fishery 1","Female",158,2002,2002,6,258,35000,113822175.93,0,0,0,0,0,0
"Area 1","Fishery 1","Female",163,2002,2002,6,258,30000,106031379.265,0,0,0,0,0,0
"Area 1","Fishery 1","Female",168,2002,2002,6,258,15000,58490507.22,0,0,0,0,0,0
"Area 1","Fishery 1","Female",173,2002,2002,6,258,15000,62059581.26,0,0,0,0,0,0
"Area 1","Fishery 1","Female",178,2002,2002,6,258,35000,158964785.165,0,0,0,0,0,0
"Area 1","Fishery 1","Female",183,2002,2002,6,258,5000,24754983.065,0,0,0,0,0,0
"Area 1","Fishery 1","Female",188,2002,2002,6,258,15000,79011188.075,0,0,0,0,0,0
"Area 1","Fishery 1","Female",193,2002,2002,6,258,15000,86262697.105,0,0,0,0,0,0
"Area 1","Fishery 1","Female",198,2002,2002,6,258,15000,91071656.69,0,0,0,0,0,0
"Area 1","Fishery 1","Female",203,2002,2002,6,258,5000,32203518.35,0,0,0,0,0,0
"Area 1","Fishery 1","Female",208,2002,2002,6,258,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",213,2002,2002,6,258,10000,75936497.35,0,0,0,0,0,0
"Area 1","Fishery 1","Female",218,2002,2002,6,258,10000,79477180.855,0,0,0,0,0,0
"Area 1","Fishery 1","Female",223,2002,2002,6,258,10000,150003074.475,0,0,0,0,0,0
"Area 1","Fishery 1","Male",53,2002,2002,6,258,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",58,2002,2002,6,258,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",63,2002,2002,6,258,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",68,2002,2002,6,258,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",73,2002,2002,6,258,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",78,2002,2002,6,258,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",83,2002,2002,6,258,0,0,695000,354370045.705,0,0,508.785,511.825
"Area 1","Fishery 1","Male",88,2002,2002,6,258,0,0,540000,324489984.08,0,0,1005.585,1009.975
"Area 1","Fishery 1","Male",93,2002,2002,6,258,0,0,340000,237054570.565,0,0,918.92,923.355
"Area 1","Fishery 1","Male",98,2002,2002,6,258,0,0,30000,24202332.56,0,0,379.745,378.245
"Area 1","Fishery 1","Male",103,2002,2002,6,258,0,0,35000,32499087.215,0,0,376.345,370.505
"Area 1","Fishery 1","Male",108,2002,2002,6,258,0,0,20000,21305766.945,0,0,273.975,273.87
"Area 1","Fishery 1","Male",113,2002,2002,6,258,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",118,2002,2002,6,258,0,0,5000,6758054.22,0,0,1666.665,1627.625
"Area 1","Fishery 1","Male",123,2002,2002,6,258,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",128,2002,2002,6,258,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",133,2002,2002,6,258,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",138,2002,2002,6,258,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",143,2002,2002,6,258,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",148,2002,2002,6,258,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",153,2002,2002,6,258,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",158,2002,2002,6,258,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",163,2002,2002,6,258,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",168,2002,2002,6,258,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",173,2002,2002,6,258,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",178,2002,2002,6,258,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",183,2002,2002,6,258,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",188,2002,2002,6,258,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",193,2002,2002,6,258,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",198,2002,2002,6,258,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",203,2002,2002,6,258,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",208,2002,2002,6,258,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",213,2002,2002,6,258,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",218,2002,2002,6,258,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",223,2002,2002,6,258,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",53,2002,2002,7,259,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",58,2002,2002,7,259,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",63,2002,2002,7,259,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",68,2002,2002,7,259,10000,3005541.645,0,0,0,0,0,0
"Area 1","Fishery 1","Female",73,2002,2002,7,259,5000,1783314.585,0,0,0,0,0,0
"Area 1","Fishery 1","Female",78,2002,2002,7,259,25000,11080851.51,0,0,0,0,0,0
"Area 1","Fishery 1","Female",83,2002,2002,7,259,45000,23641265.31,625000,317546542.985,0,0,188.085,188.29
"Area 1","Fishery 1","Female",88,2002,2002,7,259,85000,51640736.115,205000,123273761.235,0,0,93.565,93.625
"Area 1","Fishery 1","Female",93,2002,2002,7,259,65000,45280286.06,125000,85537115.965,0,0,85.97,85.195
